TYPE,TEETH OF GEAR,QTY,UNIT,Dia /size,DP/ B.SIZE,Pitch dia(in inch),Module,STORAGE LOCATION RACK AND SLOT NO,UNIQUE ID,
Ext. Die,1 Pt.,1,Nos,14,"4""",,,at machine,"Ext. Die--1 Pt.--14--4""",
Ext. Die,1 Pt.,1,Nos,45.5,"4""",,,at machine,"Ext. Die--1 Pt.--45.5--4""",
Ext. Die,1 Pt.,1,Nos,30.2,"4""",,,at machine,"Ext. Die--1 Pt.--30.2--4""",
Ext. Die,1 Pt.,1,Nos,31.4,"4""",,,at machine,"Ext. Die--1 Pt.--31.4--4""",
Ext. Die,1 Pt.,1,Nos,36,"4""",,,at machine,"Ext. Die--1 Pt.--36--4""",
Ext. Die,1 Pt.,1,Nos,26.5,"4""",,,at machine,"Ext. Die--1 Pt.--26.5--4""",
Ext. Die,1 Pt.,1,Nos,12.1,"4""",,,at machine,"Ext. Die--1 Pt.--12.1--4""",
Ext. Die,1 Pt.,1,Nos,15.35,"4""",,,at machine,"Ext. Die--1 Pt.--15.35--4""",
Ext. Die,1 Pt.,1,Nos,31,"4""",,,at machine,"Ext. Die--1 Pt.--31--4""",
Ext. Die,FLAT,1,Nos,13X7.15,"4""",,,at machine,"Ext. Die--FLAT--13X7.15--4""",
Ext. Die,FLAT,1,Nos,10.15X6.40,"4""",,,at machine,"Ext. Die--FLAT--10.15X6.40--4""",
Ext. Die,FLAT,1,Nos,12.10X6.60,"4""",,,at machine,"Ext. Die--FLAT--12.10X6.60--4""",
Ext. Die,FLAT,1,Nos,9.80X5.30,"4""",,,at machine,"Ext. Die--FLAT--9.80X5.30--4""",
Ext. Die,FLAT,1,Nos,11.10X6.60,"4""",,,at machine,"Ext. Die--FLAT--11.10X6.60--4""",
Ext. Die,FLAT,1,Nos,9.15X5.70,"4""",,,at machine,"Ext. Die--FLAT--9.15X5.70--4""",
Ext. Die,FLAT,1,Nos,42.90X16.80,"4""",,,at machine,"Ext. Die--FLAT--42.90X16.80--4""",
Ext. Die,B.HEAD,1,Nos,50,"5""",,,at machine,"Ext. Die--B.HEAD--50--5""",
Ext. Die,B.HEAD,1,Nos,46.5,"5""",,,at machine,"Ext. Die--B.HEAD--46.5--5""",
Ext. Die,B.HEAD,1,Nos,63.7,"5""",,,at machine,"Ext. Die--B.HEAD--63.7--5""",
Ext. Die,B.HEAD,1,Nos,73.7,"5""",,,at machine,"Ext. Die--B.HEAD--73.7--5""",
Ext. Die,B.HEAD,1,Nos,81.8,"5""",,,at machine,"Ext. Die--B.HEAD--81.8--5""",
Ext. Die,B.HEAD,1,Nos,43.5,"5""",,,at machine,"Ext. Die--B.HEAD--43.5--5""",
Ext. Die,B.HEAD,1,Nos,51.8,"5""",,,at machine,"Ext. Die--B.HEAD--51.8--5""",
Ext. Die,B.HEAD,1,Nos,58.8,"5""",,,at machine,"Ext. Die--B.HEAD--58.8--5""",
Ext. Die,B.HEAD,1,Nos,92.3,"5""",,,at machine,"Ext. Die--B.HEAD--92.3--5""",
Ext. Die,B.HEAD,1,Nos,84.7,"5""",,,at machine,"Ext. Die--B.HEAD--84.7--5""",
Ext. Die,B.HEAD,1,Nos,76,"5""",,,at machine,"Ext. Die--B.HEAD--76--5""",
Ext. Die,B.HEAD,1,Nos,60,"5""",,,at machine,"Ext. Die--B.HEAD--60--5""",
Ext. Die,B.HEAD,1,Nos,46.9,"5""",,,at machine,"Ext. Die--B.HEAD--46.9--5""",
Ext. Die,B.HEAD,1,Nos,68.6,"5""",,,at machine,"Ext. Die--B.HEAD--68.6--5""",
Ext. Die,S.HEAD,1,Nos,35.7,"5""",,,at machine,"Ext. Die--S.HEAD--35.7--5""",
Ext. Die,S.HEAD,1,Nos,64.2,"5""",,,at machine,"Ext. Die--S.HEAD--64.2--5""",
Ext. Die,S.HEAD,1,Nos,62.55,"5""",,,at machine,"Ext. Die--S.HEAD--62.55--5""",
Ext. Die,S.HEAD,1,Nos,45,"5""",,,at machine,"Ext. Die--S.HEAD--45--5""",
Ext. Die,S.HEAD,1,Nos,43.33,"5""",,,at machine,"Ext. Die--S.HEAD--43.33--5""",
Ext. Die,S.HEAD,1,Nos,57.6,"5""",,,at machine,"Ext. Die--S.HEAD--57.6--5""",
Ext. Die,S.HEAD,1,Nos,36.2,"5""",,,at machine,"Ext. Die--S.HEAD--36.2--5""",
Ext. Die,S.HEAD,1,Nos,60,"5""",,,at machine,"Ext. Die--S.HEAD--60--5""",
Ext. Die,S.HEAD,1,Nos,63.4,"5""",,,at machine,"Ext. Die--S.HEAD--63.4--5""",
Ext. Die,S.HEAD,1,Nos,46.3,"5""",,,at machine,"Ext. Die--S.HEAD--46.3--5""",
Ext. Die,S.HEAD,1,Nos,32.3,"5""",,,at machine,"Ext. Die--S.HEAD--32.3--5""",
Ext. Die,S.HEAD,1,Nos,41,"5""",,,at machine,"Ext. Die--S.HEAD--41--5""",
Ext. Die,S.HEAD,1,Nos,50,"5""",,,at machine,"Ext. Die--S.HEAD--50--5""",
Ext. Die,S.HEAD,1,Nos,37,"5""",,,at machine,"Ext. Die--S.HEAD--37--5""",
Ext. Die,S.HEAD,1,Nos,39,"5""",,,at machine,"Ext. Die--S.HEAD--39--5""",
Ext. Die,S.HEAD,1,Nos,43,"5""",,,at machine,"Ext. Die--S.HEAD--43--5""",
Ext. Die,S.HEAD,1,Nos,44,"5""",,,at machine,"Ext. Die--S.HEAD--44--5""",
Ext. Die,S.HEAD,1,Nos,31.2,"5""",,,at machine,"Ext. Die--S.HEAD--31.2--5""",
Ext. Die,S.HEAD,1,Nos,31,"5""",,,at machine,"Ext. Die--S.HEAD--31--5""",
Ext. Die,S.HEAD,1,Nos,35.7,"5""",,,at machine,"Ext. Die--S.HEAD--35.7--5""",
Ext. Die,S.HEAD,1,Nos,38,"5""",,,at machine,"Ext. Die--S.HEAD--38--5""",
Ext. Die,S.HEAD,1,Nos,34.5,"5""",,,at machine,"Ext. Die--S.HEAD--34.5--5""",
Ext. Die,S.HEAD,1,Nos,48.5,"5""",,,at machine,"Ext. Die--S.HEAD--48.5--5""",
Ext. Die,S.HEAD,1,Nos,47.5,"5""",,,at machine,"Ext. Die--S.HEAD--47.5--5""",
Ext. Die,S.HEAD,1,Nos,28,"5""",,,at machine,"Ext. Die--S.HEAD--28--5""",
Ext. Die,S.HEAD,1,Nos,20.5,"5""",,,at machine,"Ext. Die--S.HEAD--20.5--5""",
Ext. Die,S.HEAD,1,Nos,28,"5""",,,at machine,"Ext. Die--S.HEAD--28--5""",
Ext. Die,S.HEAD,1,Nos,20.6,"5""",,,at machine,"Ext. Die--S.HEAD--20.6--5""",
Ext. Die,S.HEAD,1,Nos,26.2,"5""",,,at machine,"Ext. Die--S.HEAD--26.2--5""",
Ext. Die,S.HEAD,1,Nos,12.9,"5""",,,at machine,"Ext. Die--S.HEAD--12.9--5""",
Ext. Die,S.HEAD,1,Nos,11.8,"5""",,,at machine,"Ext. Die--S.HEAD--11.8--5""",
Ext. Die,S.HEAD,1,Nos,29.6,"5""",,,at machine,"Ext. Die--S.HEAD--29.6--5""",
Ext. Die,S.HEAD,1,Nos,31.6,"5""",,,at machine,"Ext. Die--S.HEAD--31.6--5""",
Ext. Die,S.HEAD,1,Nos,27,"5""",,,at machine,"Ext. Die--S.HEAD--27--5""",
Ext. Die,S.HEAD,1,Nos,22,"5""",,,at machine,"Ext. Die--S.HEAD--22--5""",
Ext. Die,S.HEAD,1,Nos,13,"5""",,,at machine,"Ext. Die--S.HEAD--13--5""",
Ext. Die,S.HEAD,1,Nos,21.6,"5""",,,at machine,"Ext. Die--S.HEAD--21.6--5""",
Ext. Die,S.HEAD,1,Nos,31.7,"5""",,,at machine,"Ext. Die--S.HEAD--31.7--5""",
Ext. Die,S.HEAD,1,Nos,12.3,"5""",,,at machine,"Ext. Die--S.HEAD--12.3--5""",
Ext. Die,S.HEAD,1,Nos,28.3,"5""",,,at machine,"Ext. Die--S.HEAD--28.3--5""",
Ext. Die,S.HEAD,1,Nos,28.5,"5""",,,at machine,"Ext. Die--S.HEAD--28.5--5""",
Ext. Die,S.HEAD,1,Nos,31.4,"5""",,,at machine,"Ext. Die--S.HEAD--31.4--5""",
Ext. Die,S.HEAD,1,Nos,21.5,"5""",,,at machine,"Ext. Die--S.HEAD--21.5--5""",
Ext. Die,S.HEAD,1,Nos,22.1,"5""",,,at machine,"Ext. Die--S.HEAD--22.1--5""",
Ext. Die,S.HEAD,1,Nos,25.4,"5""",,,at machine,"Ext. Die--S.HEAD--25.4--5""",
Ext. Die,S.HEAD,1,Nos,31.4,"5""",,,at machine,"Ext. Die--S.HEAD--31.4--5""",
Ext. Die,S.HEAD,1,Nos,23.2,"5""",,,at machine,"Ext. Die--S.HEAD--23.2--5""",
Ext. Die,S.HEAD,1,Nos,17.4,"5""",,,at machine,"Ext. Die--S.HEAD--17.4--5""",
Ext. Die,S.HEAD,1,Nos,24,"5""",,,at machine,"Ext. Die--S.HEAD--24--5""",
Ext. Noz,S.HEAD,1,Nos,27.13,"5 """,,,at machine,"Ext. Noz--S.HEAD--27.13--5 """,
Ext. Noz,S.HEAD,1,Nos,12.74,"5 """,,,at machine,"Ext. Noz--S.HEAD--12.74--5 """,
Ext. Noz,S.HEAD,1,Nos,16.35,"5 """,,,at machine,"Ext. Noz--S.HEAD--16.35--5 """,
Ext. Noz,S.HEAD,1,Nos,11.17,"5 """,,,at machine,"Ext. Noz--S.HEAD--11.17--5 """,
Ext. Noz,S.HEAD,1,Nos,23.8,"5 """,,,at machine,"Ext. Noz--S.HEAD--23.8--5 """,
Ext. Noz,S.HEAD,1,Nos,38.51,"5 """,,,at machine,"Ext. Noz--S.HEAD--38.51--5 """,
Ext. Noz,S.HEAD,1,Nos,42,"5 """,,,at machine,"Ext. Noz--S.HEAD--42--5 """,
Ext. Noz,S.HEAD,1,Nos,48,"5 """,,,at machine,"Ext. Noz--S.HEAD--48--5 """,
Ext. Noz,S.HEAD,1,Nos,43.9,"5 """,,,at machine,"Ext. Noz--S.HEAD--43.9--5 """,
Ext. Noz,S.HEAD,1,Nos,45.7,"5 """,,,at machine,"Ext. Noz--S.HEAD--45.7--5 """,
Ext. Noz,S.HEAD,1,Nos,30,"5 """,,,at machine,"Ext. Noz--S.HEAD--30--5 """,
Ext. Noz,S.HEAD,1,Nos,25.6,"5 """,,,at machine,"Ext. Noz--S.HEAD--25.6--5 """,
Ext. Noz,S.HEAD,1,Nos,22,"5 """,,,at machine,"Ext. Noz--S.HEAD--22--5 """,
Ext. Noz,S.HEAD,1,Nos,9.5,"5 """,,,at machine,"Ext. Noz--S.HEAD--9.5--5 """,
Ext. Noz,S.HEAD,1,Nos,11.87,"5 """,,,at machine,"Ext. Noz--S.HEAD--11.87--5 """,
Ext. Noz,S.HEAD,1,Nos,16.4,"5 """,,,at machine,"Ext. Noz--S.HEAD--16.4--5 """,
Ext. Noz,S.HEAD,1,Nos,14.4,"5 """,,,at machine,"Ext. Noz--S.HEAD--14.4--5 """,
Ext. Noz,S.HEAD,1,Nos,16,"5 """,,,at machine,"Ext. Noz--S.HEAD--16--5 """,
Ext. Noz,S.HEAD,1,Nos,19.2,"5 """,,,at machine,"Ext. Noz--S.HEAD--19.2--5 """,
Ext. Noz,S.HEAD,1,Nos,14.16,"5 """,,,at machine,"Ext. Noz--S.HEAD--14.16--5 """,
Ext. Noz,S.HEAD,1,Nos,20,"5 """,,,at machine,"Ext. Noz--S.HEAD--20--5 """,
Ext. Noz,S.HEAD,1,Nos,21.6,"5 """,,,at machine,"Ext. Noz--S.HEAD--21.6--5 """,
Ext. Noz,S.HEAD,1,Nos,31.45,"5 """,,,at machine,"Ext. Noz--S.HEAD--31.45--5 """,
Ext. Noz,S.HEAD,1,Nos,36.25,"5 """,,,at machine,"Ext. Noz--S.HEAD--36.25--5 """,
Ext. Noz,S.HEAD,1,Nos,42.1,"5 """,,,at machine,"Ext. Noz--S.HEAD--42.1--5 """,
Ext. Noz,S.HEAD,1,Nos,11,"5 """,,,at machine,"Ext. Noz--S.HEAD--11--5 """,
Ext. Noz,S.HEAD,1,Nos,17.05,"5 """,,,at machine,"Ext. Noz--S.HEAD--17.05--5 """,
Ext. Noz,S.HEAD,1,Nos,16.56,"5 """,,,at machine,"Ext. Noz--S.HEAD--16.56--5 """,
Ext. Noz,S.HEAD,1,Nos,8.8,"5 """,,,at machine,"Ext. Noz--S.HEAD--8.8--5 """,
Ext. Noz,S.HEAD,1,Nos,18.2,"5 """,,,at machine,"Ext. Noz--S.HEAD--18.2--5 """,
Ext. Noz,S.HEAD,1,Nos,33.7,"5 """,,,at machine,"Ext. Noz--S.HEAD--33.7--5 """,
Ext. Noz,S.HEAD,1,Nos,34.6,"5 """,,,at machine,"Ext. Noz--S.HEAD--34.6--5 """,
Ext. Noz,S.HEAD,1,Nos,37.6,"5 """,,,at machine,"Ext. Noz--S.HEAD--37.6--5 """,
Ext. Noz,S.HEAD,1,Nos,44,"5 """,,,at machine,"Ext. Noz--S.HEAD--44--5 """,
Ext. Noz,S.HEAD,1,Nos,33.25,"5 """,,,at machine,"Ext. Noz--S.HEAD--33.25--5 """,
Ext. Noz,S.HEAD,1,Nos,28.2,"5 """,,,at machine,"Ext. Noz--S.HEAD--28.2--5 """,
Ext. Noz,S.HEAD,1,Nos,7.9,"5 """,,,at machine,"Ext. Noz--S.HEAD--7.9--5 """,
Ext. Noz,S.HEAD,1,Nos,12.8,"5 """,,,at machine,"Ext. Noz--S.HEAD--12.8--5 """,
Ext. Noz,S.HEAD,1,Nos,10.8,"5 """,,,at machine,"Ext. Noz--S.HEAD--10.8--5 """,
Ext. Noz,S.HEAD,1,Nos,14.9,"5 """,,,at machine,"Ext. Noz--S.HEAD--14.9--5 """,
Ext. Noz,S.HEAD,1,Nos,13,"5 """,,,at machine,"Ext. Noz--S.HEAD--13--5 """,
Ext. Noz,B.HEAD,1,Nos,53.8,"5 """,,,at machine,"Ext. Noz--B.HEAD--53.8--5 """,
Ext. Noz,B.HEAD,1,Nos,73.8,"5 """,,,at machine,"Ext. Noz--B.HEAD--73.8--5 """,
Ext. Noz,B.HEAD,1,Nos,51.3,"5 """,,,at machine,"Ext. Noz--B.HEAD--51.3--5 """,
Ext. Noz,B.HEAD,1,Nos,44.8,"5 """,,,at machine,"Ext. Noz--B.HEAD--44.8--5 """,
Ext. Noz,B.HEAD,1,Nos,44,"5 """,,,at machine,"Ext. Noz--B.HEAD--44--5 """,
Ext. Noz,B.HEAD,1,Nos,62.3,"5 """,,,at machine,"Ext. Noz--B.HEAD--62.3--5 """,
Ext. Noz,B.HEAD,1,Nos,66,"5 """,,,at machine,"Ext. Noz--B.HEAD--66--5 """,
Ext. Noz,B.HEAD,1,Nos,58,"5 """,,,at machine,"Ext. Noz--B.HEAD--58--5 """,
Ext. Noz,B.HEAD,1,Nos,52.8,"5 """,,,at machine,"Ext. Noz--B.HEAD--52.8--5 """,
Ext. Noz,B.HEAD,1,Nos,38.9,"5 """,,,at machine,"Ext. Noz--B.HEAD--38.9--5 """,
Ext. Noz,B.HEAD,1,Nos,79.6,"5 """,,,at machine,"Ext. Noz--B.HEAD--79.6--5 """,
Ext. Noz,B.HEAD,1,Nos,60.9,"5 """,,,at machine,"Ext. Noz--B.HEAD--60.9--5 """,
Ext. Noz,B.HEAD,1,Nos,28.8,"5 """,,,at machine,"Ext. Noz--B.HEAD--28.8--5 """,
Ext. Noz,B.HEAD,1,Nos,30.6,"5 """,,,at machine,"Ext. Noz--B.HEAD--30.6--5 """,
Ext. Noz,B.HEAD,1,Nos,48.2,"5 """,,,at machine,"Ext. Noz--B.HEAD--48.2--5 """,
Ext. Noz,ROUND,1,Nos,27.65,"4 """,,,at machine,"Ext. Noz--ROUND--27.65--4 """,
Ext. Noz,ROUND,1,Nos,27.9,"4 """,,,at machine,"Ext. Noz--ROUND--27.9--4 """,
Ext. Noz,ROUND,1,Nos,17.5,"4 """,,,at machine,"Ext. Noz--ROUND--17.5--4 """,
Ext. Noz,ROUND,1,Nos,16.4,"4 """,,,at machine,"Ext. Noz--ROUND--16.4--4 """,
Ext. Noz,ROUND,1,Nos,11.5,"4 """,,,at machine,"Ext. Noz--ROUND--11.5--4 """,
Ext. Noz,ROUND,1,Nos,10.45,"4 """,,,at machine,"Ext. Noz--ROUND--10.45--4 """,
Ext. Noz,ROUND,1,Nos,8.3,"4 """,,,at machine,"Ext. Noz--ROUND--8.3--4 """,
Ext. Noz,ROUND,1,Nos,35.45,"4 """,,,at machine,"Ext. Noz--ROUND--35.45--4 """,
Ext. Noz,ROUND,1,Nos,13.3,"4 """,,,at machine,"Ext. Noz--ROUND--13.3--4 """,
Ext. Noz,ROUND,1,Nos,17.9,"4 """,,,at machine,"Ext. Noz--ROUND--17.9--4 """,
Ext. Noz,ROUND,1,Nos,15.1,"4 """,,,at machine,"Ext. Noz--ROUND--15.1--4 """,
Ext. Noz,ROUND,1,Nos,31,"4 """,,,at machine,"Ext. Noz--ROUND--31--4 """,
Ext. Noz,ROUND,1,Nos,31.6,"4 """,,,at machine,"Ext. Noz--ROUND--31.6--4 """,
Ext. Noz,ROUND,1,Nos,14.65,"4 """,,,at machine,"Ext. Noz--ROUND--14.65--4 """,
Ext. Noz,ROUND,1,Nos,21.8,"4 """,,,at machine,"Ext. Noz--ROUND--21.8--4 """,
Ext. Noz,ROUND,1,Nos,11.7,"4 """,,,at machine,"Ext. Noz--ROUND--11.7--4 """,
Ext. Noz,ROUND,1,Nos,4.75,"4 """,,,at machine,"Ext. Noz--ROUND--4.75--4 """,
Ext. Noz,ROUND,1,Nos,16.9,"4 """,,,at machine,"Ext. Noz--ROUND--16.9--4 """,
Ext. Noz,ROUND,1,Nos,14,"4 """,,,at machine,"Ext. Noz--ROUND--14--4 """,
Ext. Noz,ROUND,1,Nos,33.4,"4 """,,,at machine,"Ext. Noz--ROUND--33.4--4 """,
Ext. Noz,ROUND,1,Nos,37,"4 """,,,at machine,"Ext. Noz--ROUND--37--4 """,
Ext. Noz,ROUND,1,Nos,10.2,"4 """,,,at machine,"Ext. Noz--ROUND--10.2--4 """,
Ext. Noz,ROUND,1,Nos,24.15,"4 """,,,at machine,"Ext. Noz--ROUND--24.15--4 """,
Ext. Noz,ROUND,1,Nos,11.3,"4 """,,,at machine,"Ext. Noz--ROUND--11.3--4 """,
Ext. Noz,ROUND,1,Nos,29.6,"4 """,,,at machine,"Ext. Noz--ROUND--29.6--4 """,
Ext. Noz,ROUND,1,Nos,19.15,"4 """,,,at machine,"Ext. Noz--ROUND--19.15--4 """,
Ext. Noz,ROUND,1,Nos,12.2,"4 """,,,at machine,"Ext. Noz--ROUND--12.2--4 """,
Ext. Noz,ROUND,1,Nos,42.2,"4 """,,,at machine,"Ext. Noz--ROUND--42.2--4 """,
Ext. Noz,ROUND,1,Nos,27.85,"4 """,,,at machine,"Ext. Noz--ROUND--27.85--4 """,
Ext. Noz,ROUND,1,Nos,8.6,"4 """,,,at machine,"Ext. Noz--ROUND--8.6--4 """,
Ext. Noz,ROUND,1,Nos,11.45,"4 """,,,at machine,"Ext. Noz--ROUND--11.45--4 """,
Ext. Noz,ROUND,1,Nos,19.8,"4 """,,,at machine,"Ext. Noz--ROUND--19.8--4 """,
Ext. Noz,ROUND,1,Nos,6.3,"4 """,,,at machine,"Ext. Noz--ROUND--6.3--4 """,
Ext. Noz,ROUND,1,Nos,21,"4 """,,,at machine,"Ext. Noz--ROUND--21--4 """,
Ext. Noz,ROUND,1,Nos,25.7,"4 """,,,at machine,"Ext. Noz--ROUND--25.7--4 """,
Ext. Noz,ROUND,1,Nos,12.2,"4 """,,,at machine,"Ext. Noz--ROUND--12.2--4 """,
Ext. Noz,ROUND,1,Nos,12.14,"4 """,,,at machine,"Ext. Noz--ROUND--12.14--4 """,
Ext. Noz,ROUND,1,Nos,9.1,"4 """,,,at machine,"Ext. Noz--ROUND--9.1--4 """,
Ext. Noz,ROUND,1,Nos,9.2,"4 """,,,at machine,"Ext. Noz--ROUND--9.2--4 """,
Ext. Noz,ROUND,1,Nos,16.56,"4 """,,,at machine,"Ext. Noz--ROUND--16.56--4 """,
Ext. Noz,ROUND,1,Nos,17.8,"4 """,,,at machine,"Ext. Noz--ROUND--17.8--4 """,
Ext. Noz,ROUND,1,Nos,25.5,"4 """,,,at machine,"Ext. Noz--ROUND--25.5--4 """,
Ext. Noz,ROUND,1,Nos,20.6,"4 """,,,at machine,"Ext. Noz--ROUND--20.6--4 """,
Ext. Noz,ROUND,1,Nos,5.7,"4 """,,,at machine,"Ext. Noz--ROUND--5.7--4 """,
Ext. Noz,ROUND,1,Nos,11.56,"4 """,,,at machine,"Ext. Noz--ROUND--11.56--4 """,
Ext. Noz,ROUND,1,Nos,17.2,"4 """,,,at machine,"Ext. Noz--ROUND--17.2--4 """,
Ext. Noz,ROUND,1,Nos,9.2,"4 """,,,at machine,"Ext. Noz--ROUND--9.2--4 """,
Ext. Noz,ROUND,1,Nos,13.4,"4 """,,,at machine,"Ext. Noz--ROUND--13.4--4 """,
Ext. Noz,FLAT,1,Nos,6.85X3.83,"4 """,,,at machine,"Ext. Noz--FLAT--6.85X3.83--4 """,
Ext. Noz,FLAT,1,Nos,38.75X12.93,"4 """,,,at machine,"Ext. Noz--FLAT--38.75X12.93--4 """,
Ext. Noz,FLAT,1,Nos,8.54X4.17,"4 """,,,at machine,"Ext. Noz--FLAT--8.54X4.17--4 """,
Ext. Noz,FLAT,1,Nos,10.60X4.60,"4 """,,,at machine,"Ext. Noz--FLAT--10.60X4.60--4 """,
Ext. Noz,FLAT,1,Nos,11.20X5.15,"4 """,,,at machine,"Ext. Noz--FLAT--11.20X5.15--4 """,
Ext. Noz,FLAT,1,Nos,14.15X7.80,"4 """,,,at machine,"Ext. Noz--FLAT--14.15X7.80--4 """,
Ext. Noz,FLAT,1,Nos,8.10X4.00,"4 """,,,at machine,"Ext. Noz--FLAT--8.10X4.00--4 """,
Ext. Noz,FLAT,1,Nos,12.50X6.60,"4 """,,,at machine,"Ext. Noz--FLAT--12.50X6.60--4 """,
Ext. Noz,FLAT,1,Nos,9.10X4.56,"4 """,,,at machine,"Ext. Noz--FLAT--9.10X4.56--4 """,
Ext. Noz,FLAT,1,Nos,9.60X4.80,"4 """,,,at machine,"Ext. Noz--FLAT--9.60X4.80--4 """,
Ext. Noz,ROUND,1,Nos,8.45,"3""",,,at machine,"Ext. Noz--ROUND--8.45--3""",
Ext. Noz,ROUND,1,Nos,3.5,"3""",,,at machine,"Ext. Noz--ROUND--3.5--3""",
Ext. Noz,ROUND,1,Nos,18.8,"3""",,,at machine,"Ext. Noz--ROUND--18.8--3""",
Ext. Noz,ROUND,1,Nos,8.9,"3""",,,at machine,"Ext. Noz--ROUND--8.9--3""",
Ext. Noz,ROUND,1,Nos,2,"3""",,,at machine,"Ext. Noz--ROUND--2--3""",
Ext. Noz,ROUND,1,Nos,7,"3""",,,at machine,"Ext. Noz--ROUND--7--3""",
Ext. Noz,ROUND,1,Nos,1.7,"3""",,,at machine,"Ext. Noz--ROUND--1.7--3""",
Ext. Noz,ROUND,1,Nos,8.5,"3""",,,at machine,"Ext. Noz--ROUND--8.5--3""",
Ext. Noz,ROUND,1,Nos,5.5,"3""",,,at machine,"Ext. Noz--ROUND--5.5--3""",
Ext. Noz,ROUND,1,Nos,7.45,"3""",,,at machine,"Ext. Noz--ROUND--7.45--3""",
Ext. Noz,ROUND,1,Nos,6.15,"3""",,,at machine,"Ext. Noz--ROUND--6.15--3""",
Ext. Noz,ROUND,1,Nos,1.65,"3""",,,at machine,"Ext. Noz--ROUND--1.65--3""",
Ext. Noz,ROUND,1,Nos,15.2,"3""",,,at machine,"Ext. Noz--ROUND--15.2--3""",
Ext. Noz,ROUND,1,Nos,3.2,"3""",,,at machine,"Ext. Noz--ROUND--3.2--3""",
Ext. Noz,ROUND,1,Nos,2,"3""",,,at machine,"Ext. Noz--ROUND--2--3""",
Ext. Noz,ROUND,1,Nos,4.5,"3""",,,at machine,"Ext. Noz--ROUND--4.5--3""",
Ext. Noz,ROUND,1,Nos,9.35,"3""",,,at machine,"Ext. Noz--ROUND--9.35--3""",
Ext. Noz,ROUND,1,Nos,2.18,"3""",,,at machine,"Ext. Noz--ROUND--2.18--3""",
Ext. Noz,ROUND,1,Nos,2.6,"3""",,,at machine,"Ext. Noz--ROUND--2.6--3""",
Ext. Noz,ROUND,1,Nos,4,"3""",,,at machine,"Ext. Noz--ROUND--4--3""",
Ext. Noz,ROUND,1,Nos,11.75,"3""",,,at machine,"Ext. Noz--ROUND--11.75--3""",
Ext. Noz,ROUND,1,Nos,1.3,"3""",,,at machine,"Ext. Noz--ROUND--1.3--3""",
Ext. Noz,ROUND,1,Nos,9,"3""",,,at machine,"Ext. Noz--ROUND--9--3""",
Ext. Noz,ROUND,1,Nos,9.35,"3""",,,at machine,"Ext. Noz--ROUND--9.35--3""",
Ext. Noz,ROUND,1,Nos,9.5,"3""",,,at machine,"Ext. Noz--ROUND--9.5--3""",
Ext. Noz,ROUND,1,Nos,8.2,"3""",,,at machine,"Ext. Noz--ROUND--8.2--3""",
Ext. Noz,ROUND,1,Nos,9.2,"3""",,,at machine,"Ext. Noz--ROUND--9.2--3""",
Ext. Noz,ROUND,1,Nos,4.35,"3""",,,at machine,"Ext. Noz--ROUND--4.35--3""",
Ext. Noz,ROUND,1,Nos,1.6,"3""",,,at machine,"Ext. Noz--ROUND--1.6--3""",
Ext. Noz,ROUND,1,Nos,6.2,"3""",,,at machine,"Ext. Noz--ROUND--6.2--3""",
Ext. Noz,ROUND,1,Nos,1.4,"3""",,,at machine,"Ext. Noz--ROUND--1.4--3""",
Ext. Noz,ROUND,1,Nos,1.8,"3""",,,at machine,"Ext. Noz--ROUND--1.8--3""",
Ext. Noz,ROUND,1,Nos,8,"3""",,,at machine,"Ext. Noz--ROUND--8--3""",
Ext. Noz,ROUND,1,Nos,10,"3""",,,at machine,"Ext. Noz--ROUND--10--3""",
Ext. Noz,ROUND,1,Nos,2.1,"3""",,,at machine,"Ext. Noz--ROUND--2.1--3""",
Ext. Noz,ROUND,1,Nos,1.5,"3""",,,at machine,"Ext. Noz--ROUND--1.5--3""",
Ext. Noz,ROUND,1,Nos,1.56,"3""",,,at machine,"Ext. Noz--ROUND--1.56--3""",
Ext. Noz,ROUND,1,Nos,5.3,"3""",,,at machine,"Ext. Noz--ROUND--5.3--3""",
Ext. Noz,ROUND,1,Nos,4.3,"3""",,,at machine,"Ext. Noz--ROUND--4.3--3""",
Ext. Noz,ROUND,1,Nos,2.4,"3""",,,at machine,"Ext. Noz--ROUND--2.4--3""",
Ext. Noz,ROUND,1,Nos,5.85,"3""",,,at machine,"Ext. Noz--ROUND--5.85--3""",
Ext. Noz,FLAT,1,Nos,7.20X4.00,"3""",,,at machine,"Ext. Noz--FLAT--7.20X4.00--3""",
Strnd Die,Shape,1,Nos,4x95,,,,at machine,Strnd Die--Shape--4x95--,
Strnd Die,Shape,1,Nos,4x240,,,,at machine,Strnd Die--Shape--4x240--,
Strnd Die,Shape,1,Nos,4x120,,,,at machine,Strnd Die--Shape--4x120--,
Strnd Die,Shape,1,Nos,4x240,,,,at machine,Strnd Die--Shape--4x240--,
Strnd Die,Shape,1,Nos,4x240,,,,at machine,Strnd Die--Shape--4x240--,
Strnd Die,Shape,1,Nos,Nx150,,,,at machine,Strnd Die--Shape--Nx150--,
Strnd Die,Shape,1,Nos,4x120,,,,at machine,Strnd Die--Shape--4x120--,
Strnd Die,Shape,1,Nos,3.5x240,,,,at machine,Strnd Die--Shape--3.5x240--,
Strnd Die,Shape,1,Nos,3.5x500,,,,at machine,Strnd Die--Shape--3.5x500--,
