TYPE,TEETH OF GEAR,QTY,UNIT,Dia /size,DP/ B.SIZE,Pitch dia(in inch),Module,STORAGE LOCATION RACK AND SLOT NO,UNIQUE ID,
Mech,scissors,1,NOS, ,,,,16E,Mech--scissors-- --,
Mech,RBD Oil Pipe,1,NOS,,,,,16E,Mech--RBD Oil Pipe----,
CRANE ,Weight hook,2,NOS,,,,,16E,CRANE --Weight hook----,
WIEL,Helmet,9,NOS,,,,,16E,WIEL--Helmet----,
Compressor,Pu L connector,4,NOS,8',,,,16C,Compressor--Pu L connector--8'--,
Compressor,Pu L connector,4,NOS,"0.5""",,,,16C,"Compressor--Pu L connector--0.5""--",
Compressor,Gate Valve/bush,4,NOS,"0.25""",,,,16D,"Compressor--Gate Valve/bush--0.25""--",
Compressor,Pneumatic Cylinder,1,NOS,"6""",,,,16D,"Compressor--Pneumatic Cylinder--6""--",
Compressor,Solonoide valve/coil,6,NOS,,,,,16D,Compressor--Solonoide valve/coil----,
Compressor,Hand Lever Valve,1,NOS,"0.25""",,,,16D,"Compressor--Hand Lever Valve--0.25""--",
Compressor,Pressure Gauge,1,NOS,21 KG,,,,16D,Compressor--Pressure Gauge--21 KG--,
Compressor,Gress gun,2,NOS,,,,,16A,Compressor--Gress gun----,
Compressor,Chucknut,2,NOS,Big size,,,,16A,Compressor--Chucknut--Big size--,
Compressor,chucknut,6,NOS,Small ,,,,16A,Compressor--chucknut--Small --,
Compressor,Pressure Gauge,1,NOS,3000 KG,,,,16D,Compressor--Pressure Gauge--3000 KG--,
Compressor,Pressure Gauge,2,NOS,300KG,,,,16D,Compressor--Pressure Gauge--300KG--,
Housekeeping,Jhadu,4,NOS,Fhool,,,,16top,Housekeeping--Jhadu--Fhool--,
MECH,JOINT Al. pouder,7,NOS,,,,,,MECH--JOINT Al. pouder----,
MECH,JOINT CA. pouder,3,NOS,,,,,,MECH--JOINT CA. pouder----,
Mech,Bell,2,Nos,,,,,12A,Mech--Bell----,
Mech,Knife,270,Nos,,,,,12A,Mech--Knife----,
Mech,Blade,560,Nos,,,,,12A,Mech--Blade----,
Mech,CLUTCH PATTA,2,COIL,"4""",,,,12D,"Mech--CLUTCH PATTA--4""--",
Mech,CLUTCH PATTA,2,COIL,"2""",,,,12E,"Mech--CLUTCH PATTA--2""--",
Mech,CLUTCH PATTA,3,COIL,"1""",,,,12E,"Mech--CLUTCH PATTA--1""--",
Mech,,, ,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Mech,,,,,,,,,Mech------,
Compressor,U Clamp,14,NOS,Big size,,,,16C,Compressor--U Clamp--Big size--,
Compressor,Gas Burnner,1,NOS,,,,,16A,Compressor--Gas Burnner----,
Compressor,Football water,1,NOS,,,,,16A,Compressor--Football water----,
Compressor,Pressure  Pipe,5,NOS,,,,,16A,Compressor--Pressure  Pipe----,
Compressor,U Clamp,260,NOS,small ,,,,16C,Compressor--U Clamp--small --,
Compressor,Rain Seads,5,NOS,,,,,16C,Compressor--Rain Seads----,
Mech,Level,1,NOS,small ,,,,16C,Mech--Level--small --,
Inspection ,Sealwire,1,coil,,,,,16D,Inspection --Sealwire----,
Compressor,Floor jali,3,NOS,,,,,16A,Compressor--Floor jali----,
Compressor,M Seal,5,Pair,,,,,16A,Compressor--M Seal----,
Compressor,Spring,2,NOS,,,,,16A,Compressor--Spring----,
Compressor,Air Filter,3,pcs,,,,,16D,Compressor--Air Filter----,
Compressor,Pu Union,1,NOS,"4""",,,,16C,"Compressor--Pu Union--4""--",
Compressor,Pu Union,1,NOS,"0.25""",,,,16C,"Compressor--Pu Union--0.25""--",
Compressor,Pu Union,1,NOS,"0.5""",,,,16C,"Compressor--Pu Union--0.5""--",
Compressor,Scoket,3,NOS,,,,,16D,Compressor--Scoket----,
Compressor,Glan Dori,1,coil,,,,,16D,Compressor--Glan Dori----,
CRANE ,Crane Gutka bekolite,11,NOS,,,,,16D,CRANE --Crane Gutka bekolite----,
Compressor,oil filter,1,NOS,,,,,16D,Compressor--oil filter----,
Crane,Crane Hook,1,NOS,1200 kg,,,,16A,Crane--Crane Hook--1200 kg--,
Embossing ,Wheel,1,Box,,,,,13-Floor,Embossing --Wheel----,
Mech,Counter meter,7,Nos,1:2,,,,15A,Mech--Counter meter--1:2--,
Mech,Counter meter,7,Nos,1:1,,,,15A,Mech--Counter meter--1:1--,
Mech,Door Closer,1,Nos,,,,,15A,Mech--Door Closer----,
Mech,Wire brush,1,Nos,,,,,15A,Mech--Wire brush----,
Mech,pecking,6,Nos,,,,,wall,Mech--pecking----,
Mech,Painting Brush,9,Nos,"5""",,,,15A,"Mech--Painting Brush--5""--",
Mech,Painting Brush,1,Nos,"3""",,,,15A,"Mech--Painting Brush--3""--",
Mech,Cotton tape,2,Box,,,,,15C,Mech--Cotton tape----,
Embossing ,Printing Tape ,1,Box,white,,,,15D,Embossing --Printing Tape --white--,
Embossing ,Marking tape,1,Nos,DHBVN,,,,15D,Embossing --Marking tape--DHBVN--,
Mech,Travrse Unit,2,Nos,40',,,,15E,Mech--Travrse Unit--40'--,
ELEC,ThermoCouple,12,Nos,5 mtr,,,,8C,ELEC--ThermoCouple--5 mtr--,
ELEC,ThermoCouple,3,Nos,3 mtr,,,,8C,ELEC--ThermoCouple--3 mtr--,
ELEC,Gitti,432,Pkt,10 mm,,,,9C,ELEC--Gitti--10 mm--,
ELEC,Gitti,1100,Pkt,7 mm,,,,9C,ELEC--Gitti--7 mm--,
ELEC,Fan Stainer covering,13,Nos,,,,,2 Top,ELEC--Fan Stainer covering----,
ELEC,HETER ELEMENT,1,Nos,,,,,7C,ELEC--HETER ELEMENT----,
ELEC,Back up Fuse,1,Nos,100 Amp,,,,9C,ELEC--Back up Fuse--100 Amp--,
,,,,,,,,,,
,,,,,,,,,,
ELEC,Insulation Tester,1,Nos,,,,,10B,ELEC--Insulation Tester----,
ELEC,Extension Board,1,Nos,16 amp,,,,10B,ELEC--Extension Board--16 amp--,
ELEC,Trnasformer,1,Nos,,,,,8B,ELEC--Trnasformer----,
PEDSTRAL,P-211,2,Nos,,,,,13 E,PEDSTRAL--P-211----,
PEDSTRAL,P-210,3,Nos,,,,,13 E,PEDSTRAL--P-210----,
PEDSTRAL,P-208,2,Nos,,,,,13 E,PEDSTRAL--P-208----,
PEDSTRAL,P-209,1,Nos,,,,,13 E,PEDSTRAL--P-209----,
PEDSTRAL,P-213,3,Nos,,,,,13 E,PEDSTRAL--P-213----,
Mech,MIXED PLASTIC PIPE FITTINGS,,Nos,MATERIAL,,,,20 TOP,Mech--MIXED PLASTIC PIPE FITTINGS--MATERIAL--,
Mech,NIPPLE PIPE,9,Nos,"6""",,,,20D,"Mech--NIPPLE PIPE--6""--",
Mech,NIPPLE PIPE,5,Nos,"1.5""",,,,20D,"Mech--NIPPLE PIPE--1.5""--",
Mech,PIPE LOCK,,Nos,,,,,20D,Mech--PIPE LOCK----,
Mech,SEAL DHAGA,,Nos,,,,,20D,Mech--SEAL DHAGA----,
Mech,ELBOW,17,Nos,32',,,,20A,Mech--ELBOW--32'--,
Mech,TEE,13,Nos,32',,,,20A,Mech--TEE--32'--,
Mech,SOCKET,17,Nos,32',,,,20B,Mech--SOCKET--32'--,
Mech,UNION,6,Nos,32',,,,20B,Mech--UNION--32'--,
Mech,BALL VALVE,1,Nos,32',,,,20C,Mech--BALL VALVE--32'--,
Mech,SOCKET,9,Nos,20',,,,20B,Mech--SOCKET--20'--,
Mech,TEE,13,Nos,20',,,,20C,Mech--TEE--20'--,
Mech,UNION,6,Nos,20',,,,20B,Mech--UNION--20'--,
Mech,T REDUCER,10,Nos,32X20',,,,20A,Mech--T REDUCER--32X20'--,
Mech,BALL VALVE,11,Nos,20',,,,20C,Mech--BALL VALVE--20'--,
Mech,ELBOW REDUCER,2,Nos,25'X12',,,,20C,Mech--ELBOW REDUCER--25'X12'--,
Mech,REDUCER,2,Nos,32'X20',,,,20C,Mech--REDUCER--32'X20'--,
Mech,THRED CUTTING DIE,2,BOX,PIPE,,,,20I,Mech--THRED CUTTING DIE--PIPE--,
Mech,DIE HOLDER,2,BOX,PIPE,,,,20I,Mech--DIE HOLDER--PIPE--,
Mech,RED ,3,Nos,PAINT,,,,17A,Mech--RED --PAINT--,
Mech,WHITE,1,Nos,PAINT,,,,17A,Mech--WHITE--PAINT--,
Mech,BLUE,1,Nos,PAINT,,,,17A,Mech--BLUE--PAINT--,
Mech,YELLOW,1,Nos,PAINT,,,,17A,Mech--YELLOW--PAINT--,
Tool,Spanner,9,Nos,3 /4,,,,18A,Tool--Spanner--3 /4--,
Tool,Spanner,9,Nos,4 /5,,,,18A,Tool--Spanner--4 /5--,
Tool,Spanner,9,Nos,5 /6,,,,18A,Tool--Spanner--5 /6--,
Tool,Ring Spanner,14,Nos,4 /5,,,,18A,Tool--Ring Spanner--4 /5--,
Tool,Ring Spanner,9,Nos,5 /6,,,,18B,Tool--Ring Spanner--5 /6--,
Tool,Ring Spanner,7,Nos,3/4,,,,18B,Tool--Ring Spanner--43558--,
Tool,Spanner,3,Nos,"2""",,,,18B,"Tool--Spanner--2""--",
Tool,Spanner,13,Nos,6/ 7,,,,18B,Tool--Spanner--6/ 7--,
Tool,Hammer Drill,1,Nos,14x450,,,,18B,Tool--Hammer Drill--14x450--,
Tool,Celling Fan,6,Nos,,,,,19A,Tool--Celling Fan----,
Safety,Mask,200,Nos,Normal,,,,12A,Safety--Mask--Normal--,
Safety,Mask,19,Nos,special,,,,12A,Safety--Mask--special--,
ELEC,Hr tape,30,Mtr,fiber,,,,on flor,ELEC--Hr tape--fiber--,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
,,,,,,,,,------,
